run,tick,UAV-UAV,Manned-Manned,UAV-Manned,,,,max airproxes,,,,,,,,,,,,,,,,,,
1,1,0,0,0,,,run,U-U,M-M,U-M,UAV layers,,,,run,randomSeed,UAV_LateralMaxSpeedMPS,Manned_VerticalMaxSpeedMPS,Manned_LateralMaxSpeedMPS,Manned_LayersPer360,UAV_VerticalMaxSpeedMPS,Manned_RequiredVerticalSeparationM,Manned_BaseAltitude,UAV_LayersPer360,UAV_BaseAltitude,UAV_RequiredVerticalSeparationM
41,1888,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1891,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1894,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1897,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1900,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1903,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1906,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1909,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1912,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1915,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1918,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1921,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1924,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1927,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1930,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1933,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1936,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1939,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1942,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1945,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1948,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1951,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1954,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1957,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1960,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1963,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1966,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1969,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1972,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1975,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1978,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1981,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1984,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1987,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1990,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1993,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1996,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,1999,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2002,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2005,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2008,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2011,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2014,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2017,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2020,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2023,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2026,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2029,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2032,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2035,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2038,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2041,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2044,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2047,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2050,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2053,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2056,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2059,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2062,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2065,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2068,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2071,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2074,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2077,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2080,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2083,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2086,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2089,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2092,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2095,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2098,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2101,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2104,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2107,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2110,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2113,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2116,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2119,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2122,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2125,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2128,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2131,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2134,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2137,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2140,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2143,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2146,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2149,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2152,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2155,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2158,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2161,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2164,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2167,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2170,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2173,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2176,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2179,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2182,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2185,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2188,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2191,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2194,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2197,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2200,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2203,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2206,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2209,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2212,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2215,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2218,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2221,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2224,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2227,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2230,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2233,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2236,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2239,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2242,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2245,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2248,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2251,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2254,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2257,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2260,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2263,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2266,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2269,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2272,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2275,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2278,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2281,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2284,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2287,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2290,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2293,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2296,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2299,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2302,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2305,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2308,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2311,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2314,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2317,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2320,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2323,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2326,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2329,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2332,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2335,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2338,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2341,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2344,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2347,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2350,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2353,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2356,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2359,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2362,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2365,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2368,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2371,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2374,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2377,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2380,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2383,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2386,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2389,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2392,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2395,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2398,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2401,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2404,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2407,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2410,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2413,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2416,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2419,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2422,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2425,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2428,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2431,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2434,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2437,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2440,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2443,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2446,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2449,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2452,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2455,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2458,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2461,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2464,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2467,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2470,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2473,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2476,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2479,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2482,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2485,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2488,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2491,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2494,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2497,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2500,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2503,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2506,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2509,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2512,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2515,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2518,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2521,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2524,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2527,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2530,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2533,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2536,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2539,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2542,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2545,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2548,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2551,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2554,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2557,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2560,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2563,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2566,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2569,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2572,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2575,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2578,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2581,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2584,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2587,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2590,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2593,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2596,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2599,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2602,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2605,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2608,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2611,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2614,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2617,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2620,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2623,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2626,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2629,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2632,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2635,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2638,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2641,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2644,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2647,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2650,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2653,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2656,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2659,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2662,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2665,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2668,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2671,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2674,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2677,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2680,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2683,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2686,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2689,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2692,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2695,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2698,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2701,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2704,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2707,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2710,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2713,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2716,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2719,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2722,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2725,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2728,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2731,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2734,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2737,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2740,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2743,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2746,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2749,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2752,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2755,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2758,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2761,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2764,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2767,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2770,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2773,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2776,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2779,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2782,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2785,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2788,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2791,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2794,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2797,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2800,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2803,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2806,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2809,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2812,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2815,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2818,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2821,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2824,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2827,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2830,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2833,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2836,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2839,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2842,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2845,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2848,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2851,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2854,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2857,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2860,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2863,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2866,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2869,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2872,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2875,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2878,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2881,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2884,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2887,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2890,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2893,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2896,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2899,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2902,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2905,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2908,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2911,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2914,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2917,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2920,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2923,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2926,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2929,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2932,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2935,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2938,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2941,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2944,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2947,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2950,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2953,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2956,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2959,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2962,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2965,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2968,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2971,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2974,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2977,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2980,207,0,0,,,,,,,,,,,,,,,,,,,,,,
41,2980,207,0,0,,,,,,,,,,,,,,,,,,,,,,
43,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
43,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,
43,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,
43,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,
43,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,
43,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,
43,19,0,0,0,,,,,,,,,,,,,,,,,,,,,,
43,22,11,0,0,,,,,,,,,,,,,,,,,,,,,,
43,25,28,0,0,,,,,,,,,,,,,,,,,,,,,,
43,28,42,0,0,,,,,,,,,,,,,,,,,,,,,,
43,31,55,0,0,,,,,,,,,,,,,,,,,,,,,,
43,34,65,0,0,,,,,,,,,,,,,,,,,,,,,,
43,37,71,0,0,,,,,,,,,,,,,,,,,,,,,,
43,40,77,0,0,,,,,,,,,,,,,,,,,,,,,,
43,43,83,0,0,,,,,,,,,,,,,,,,,,,,,,
43,46,89,0,0,,,,,,,,,,,,,,,,,,,,,,
43,49,94,0,0,,,,,,,,,,,,,,,,,,,,,,
43,52,98,0,0,,,,,,,,,,,,,,,,,,,,,,
43,55,102,0,0,,,,,,,,,,,,,,,,,,,,,,
43,58,104,0,0,,,,,,,,,,,,,,,,,,,,,,
43,61,104,0,0,,,,,,,,,,,,,,,,,,,,,,
43,64,106,0,0,,,,,,,,,,,,,,,,,,,,,,
43,67,107,0,0,,,,,,,,,,,,,,,,,,,,,,
43,70,108,0,0,,,,,,,,,,,,,,,,,,,,,,
43,73,109,0,0,,,,,,,,,,,,,,,,,,,,,,
43,76,109,0,0,,,,,,,,,,,,,,,,,,,,,,
43,79,112,0,0,,,,,,,,,,,,,,,,,,,,,,
43,82,113,0,0,,,,,,,,,,,,,,,,,,,,,,
43,85,115,0,0,,,,,,,,,,,,,,,,,,,,,,
43,88,116,0,0,,,,,,,,,,,,,,,,,,,,,,
43,91,117,0,0,,,,,,,,,,,,,,,,,,,,,,
43,94,120,0,0,,,,,,,,,,,,,,,,,,,,,,
43,97,123,0,0,,,,,,,,,,,,,,,,,,,,,,
43,100,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,103,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,106,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,109,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,112,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,115,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,118,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,121,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,124,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,127,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,130,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,133,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,136,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,139,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,142,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,145,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,148,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,151,124,0,0,,,,,,,,,,,,,,,,,,,,,,
43,154,124,0,0,,,,,,,,,,,,,,,,,,,,,,
